transaction_id,user_id,signup_date,account_age_days,device_id,datr_token,ssl_fingerprint,accounts_per_device,high_device_reuse_flag,ip_address,asn,asn_provider,asn_type,non_residential_asn_flag,ip_country,high_risk_country_flag,subscription_plan,trial_used_before,payment_status,refund_count_90d,refunded_flag,chargeback_flag,risk_score,review_bucket,fraud_type,fraud_label
TXN_00537,USR_00537,2025-05-16,289,DVC_DDCA07788C,DATR_7d6b817ae9be4aa8,TLS_771_4865-4866-4867_chrome_win,1,0,81.246.110.44,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00345,USR_00345,2025-11-16,105,DVC_CEE83A5210,DATR_3d4d31143b1d49f6,TLS_772_4865-49196_firefox_linux,1,0,146.90.137.72,AS7018,AT&T,residential,0,UK,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00995,USR_00995,2026-02-25,4,DVC_FAD9D8DB47,DATR_TRIAL_ac88ee317c,TLS_771_4865-49195_chrome_mac,11,1,249.3.133.151,AS21928,T-Mobile,residential,0,US,0,trial,1,refunded,0,1,0,55,medium_risk,trial_abuse,1
TXN_00482,USR_00482,2026-01-03,57,DVC_BEE323E2E4,DATR_d67428b0e0454d3d,TLS_771_4865-4866_safari_ios,1,0,16.252.242.217,AS7018,AT&T,residential,0,CA,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00576,USR_00576,2025-06-09,265,DVC_0F7BFE9EC6,DATR_286345ff17aa45ca,TLS_771_4865-49195_chrome_mac,1,0,18.236.24.141,AS7922,Comcast,residential,0,CA,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00034,USR_00034,2025-08-02,211,DVC_11DFF8DA24,DATR_11c11c70e21b4b27,TLS_772_4865-4866-4867_edge_win,1,0,237.86.201.239,AS7922,Comcast,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00032,USR_00032,2025-08-27,186,DVC_E37A5B149A,DATR_1a5d76d94953469a,TLS_771_4865-4866-4867_chrome_win,1,0,54.175.64.171,AS7922,Comcast,residential,0,UK,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00232,USR_00232,2025-05-20,285,DVC_D93F04D2BA,DATR_c5ceb90b382b4e92,TLS_772_4865-49196_firefox_linux,1,0,51.155.131.103,AS21928,T-Mobile,residential,0,CA,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00964,USR_00964,2026-02-18,11,DVC_CE27447E7E,DATR_TRIAL_bfb9ddfc1b,TLS_771_4865-4866_safari_ios,12,1,198.182.80.144,AS13335,Cloudflare,cloud,1,ID,1,trial,1,paid,0,0,0,80,high_risk,trial_abuse,1
TXN_00193,USR_00193,2025-06-15,259,DVC_9842993DC0,DATR_37e63ec65f9a4620,TLS_772_4865-4866-4867_edge_win,1,0,100.224.121.12,AS10796,Charter,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00334,USR_00334,2025-12-03,88,DVC_DF22D6BCB1,DATR_a623c79ff5be4a96,TLS_771_4865-49195_chrome_mac,1,0,152.22.173.35,AS21928,T-Mobile,residential,0,NG,1,trial,0,paid,0,0,0,10,low_risk,legit,0
TXN_00004,USR_00004,2025-06-15,259,DVC_B60C7D5285,DATR_9b6e503965984007,TLS_772_4865-49196_firefox_linux,1,0,77.216.164.130,AS7922,Comcast,residential,0,UK,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00205,USR_00205,2025-03-19,347,DVC_6EEE182792,DATR_f24bb845cf694e14,TLS_771_4865-49195_chrome_mac,1,0,18.61.200.166,AS20057,Verizon,residential,0,US,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00515,USR_00515,2026-02-09,20,DVC_7178D11563,DATR_1c4f7d109958424f,TLS_772_4865-49196_firefox_linux,1,0,153.14.199.239,AS7018,AT&T,residential,0,NG,1,annual,0,paid,0,0,0,10,low_risk,legit,0
TXN_00800,USR_00800,2025-09-16,166,DVC_B141D9D182,DATR_0a448f8ea1c74c70,TLS_772_4865-4866-4867_edge_win,1,0,189.106.223.52,AS7018,AT&T,residential,0,US,0,annual,0,paid,1,0,0,0,low_risk,legit,0
TXN_00307,USR_00307,2025-08-19,194,DVC_57091783A4,DATR_24b4d23969f9480e,TLS_771_4865-4866-4867_chrome_win,1,0,82.93.28.24,AS7018,AT&T,residential,0,CA,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00110,USR_00110,2025-04-15,320,DVC_6BE3C16B6A,DATR_fdfd1aab2b49460f,TLS_771_4865-49195_chrome_mac,1,0,10.159.18.61,AS20057,Verizon,residential,0,UK,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00431,USR_00431,2025-12-27,64,DVC_B02A65CD41,DATR_1b920da5943c44c2,TLS_771_4865-4866_safari_ios,1,0,253.175.112.52,AS7922,Comcast,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00078,USR_00078,2025-10-11,141,DVC_EC420620B0,DATR_587990d1120648fb,TLS_771_4865-4866-4867_chrome_win,1,0,135.153.73.252,AS10796,Charter,residential,0,ID,1,annual,1,paid,0,0,0,25,low_risk,legit,0
TXN_00085,USR_00085,2025-05-14,291,DVC_815E5FDA6D,DATR_9c0c67ff18a243e3,TLS_771_4865-4866_safari_ios,1,0,246.190.26.243,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00287,USR_00287,2025-12-17,74,DVC_4BF4DD8D5C,DATR_f86f1bec2b6c4bd8,TLS_772_4865-4866-4867_edge_win,1,0,240.150.149.185,AS7922,Comcast,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00083,USR_00083,2025-09-27,155,DVC_ECC20D7A8E,DATR_a9790348e556469b,TLS_772_4865-49196_firefox_linux,1,0,31.143.196.107,AS7922,Comcast,residential,0,VN,1,monthly,0,failed,0,0,0,10,low_risk,legit,0
TXN_00992,USR_00992,2026-01-06,54,DVC_E30306FB00,DATR_REFUND_b5794deb9b,TLS_772_4865-4866-4867_edge_win,9,1,85.151.50.28,AS9009,M247 VPN,vpn,1,PH,1,monthly,1,chargeback,4,0,1,120,high_risk,refund_abuse,1
TXN_00790,USR_00790,2025-10-28,124,DVC_C24B15D2F2,DATR_85b2f20d5a644342,TLS_772_4865-49196_firefox_linux,1,0,26.203.217.162,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00895,USR_00895,2026-01-25,35,DVC_BA62BB7C3C,DATR_REFUND_631a5ed67f,TLS_772_4865-4866-4867_edge_win,5,1,238.216.86.184,AS212238,Datacamp VPN,vpn,1,VN,1,monthly,1,paid,4,0,0,90,high_risk,refund_abuse,1
TXN_00399,USR_00399,2025-06-29,245,DVC_0FE1FD5B7B,DATR_5c6e49fe951346be,TLS_772_4865-49196_firefox_linux,1,0,99.36.108.52,AS7922,Comcast,residential,0,US,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00324,USR_00324,2025-05-11,294,DVC_281AA6A4CE,DATR_6bd6357b8b9f49ed,TLS_772_4865-49196_firefox_linux,1,0,101.119.198.174,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00520,USR_00520,2026-02-09,20,DVC_A30055BE20,DATR_d498c6baf42d41a2,TLS_771_4865-49195_chrome_mac,1,0,204.242.30.99,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00917,USR_00917,2026-02-23,6,DVC_71825F294B,DATR_REFUND_4857f65cf4,TLS_772_4865-49196_firefox_linux,6,1,141.244.155.98,AS7922,Comcast,residential,0,NG,1,annual,0,chargeback,2,0,1,100,high_risk,refund_abuse,1
TXN_00923,USR_00923,2026-02-20,9,DVC_DA5EB8DB37,DATR_SHARED_B8DB37,TLS_771_49195_python_requests,6,1,132.28.131.109,AS16509,Amazon AWS,cloud,1,CA,0,trial,1,refunded,0,1,0,70,high_risk,device_farm,1
TXN_00006,USR_00006,2026-01-03,57,DVC_44E894ECF6,DATR_a5ea34ba7c114eca,TLS_771_4865-4866-4867_chrome_win,1,0,213.207.79.62,AS21928,T-Mobile,residential,0,UK,0,trial,0,failed,1,0,0,0,low_risk,legit,0
TXN_00732,USR_00732,2025-09-04,178,DVC_5D320B7813,DATR_b969793c6d1b4c16,TLS_771_4865-4866-4867_chrome_win,1,0,131.27.104.210,AS10796,Charter,residential,0,US,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00466,USR_00466,2025-08-17,196,DVC_3EB6964FF1,DATR_0af922f86d1c422c,TLS_771_4865-49195_chrome_mac,1,0,43.17.211.12,AS10796,Charter,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00098,USR_00098,2025-11-17,104,DVC_81F55DA409,DATR_9de37aaa5d1f4063,TLS_772_4865-4866-4867_edge_win,1,0,238.74.113.226,AS21928,T-Mobile,residential,0,US,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00267,USR_00267,2025-07-03,241,DVC_4665A2D577,DATR_8cd26e1314994459,TLS_772_4865-4866-4867_edge_win,1,0,47.197.35.197,AS7922,Comcast,residential,0,US,0,monthly,1,paid,0,0,0,15,low_risk,legit,0
TXN_00358,USR_00358,2025-03-11,355,DVC_4E5882690F,DATR_5d14d26faabf4980,TLS_771_4865-4866-4867_chrome_win,1,0,59.99.23.188,AS7018,AT&T,residential,0,US,0,trial,0,paid,1,0,0,0,low_risk,legit,0
TXN_00869,USR_00869,2026-02-17,12,DVC_BD8673462B,DATR_REFUND_6117881058,TLS_771_4865-49195_chrome_mac,1,0,170.128.126.130,AS212238,Datacamp VPN,vpn,1,BR,1,monthly,1,paid,3,0,0,70,high_risk,refund_abuse,1
TXN_00799,USR_00799,2025-07-17,227,DVC_497D76B8DE,DATR_90eadd93e7054242,TLS_771_4865-49195_chrome_mac,1,0,108.51.192.174,AS10796,Charter,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00381,USR_00381,2025-07-11,233,DVC_EEEF8EE32A,DATR_d669a2d6d3b04fbe,TLS_772_4865-49196_firefox_linux,1,0,75.145.201.78,AS7922,Comcast,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00632,USR_00632,2025-10-12,140,DVC_4D4C705930,DATR_982ba25afc6841e2,TLS_771_4865-4866_safari_ios,1,0,142.42.18.136,AS10796,Charter,residential,0,NG,1,monthly,0,paid,0,0,0,10,low_risk,legit,0
TXN_00382,USR_00382,2025-05-03,302,DVC_74EFDDD993,DATR_56b4a79bc49045cd,TLS_772_4865-49196_firefox_linux,1,0,199.51.188.231,AS20057,Verizon,residential,0,VN,1,monthly,0,paid,0,0,0,10,low_risk,legit,0
TXN_00491,USR_00491,2025-09-21,161,DVC_B9682CA45C,DATR_fb7a1d15b5134215,TLS_772_4865-4866-4867_edge_win,1,0,191.168.5.27,AS7922,Comcast,residential,0,VN,1,monthly,0,failed,0,0,0,10,low_risk,legit,0
TXN_00119,USR_00119,2025-06-20,254,DVC_484B124F92,DATR_6f50c3566e00445a,TLS_771_4865-4866_safari_ios,1,0,59.156.206.91,AS21928,T-Mobile,residential,0,CA,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00901,USR_00901,2026-02-08,21,DVC_FAD9D8DB47,DATR_REFUND_df2173e682,TLS_771_4865-4866_safari_ios,11,1,67.39.23.246,AS10796,Charter,residential,0,CA,0,monthly,0,paid,3,0,0,50,medium_risk,refund_abuse,1
TXN_00251,USR_00251,2025-07-31,213,DVC_D35B23DBB7,DATR_ae3084ea40414f52,TLS_772_4865-4866-4867_edge_win,1,0,10.215.102.202,AS7018,AT&T,residential,0,BR,1,trial,0,refunded,0,1,0,10,low_risk,legit,0
TXN_00524,USR_00524,2025-05-30,275,DVC_03B6B2676F,DATR_f7db5ed150c844ac,TLS_771_4865-4866_safari_ios,1,0,241.19.192.176,AS20057,Verizon,residential,0,US,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00010,USR_00010,2025-12-30,61,DVC_11C9996F25,DATR_b137c0da85554e1c,TLS_771_4865-4866_safari_ios,1,0,87.6.151.142,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00197,USR_00197,2026-02-07,22,DVC_B565F077D1,DATR_022a1b6d7be04441,TLS_772_4865-4866-4867_edge_win,1,0,81.239.80.132,AS7018,AT&T,residential,0,UK,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00604,USR_00604,2025-03-28,338,DVC_EC956917F6,DATR_6df906eaa7bc42bb,TLS_771_4865-4866_safari_ios,1,0,180.192.21.54,AS21928,T-Mobile,residential,0,BR,1,monthly,0,paid,0,0,0,10,low_risk,legit,0
TXN_00082,USR_00082,2026-01-02,58,DVC_E58013FE73,DATR_ad5343f101214672,TLS_771_4865-4866-4867_chrome_win,1,0,19.148.162.176,AS7922,Comcast,residential,0,US,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00784,USR_00784,2026-01-24,36,DVC_97D4537B49,DATR_3a462bb494ae4914,TLS_772_4865-49196_firefox_linux,1,0,126.168.5.121,AS7922,Comcast,residential,0,CA,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00588,USR_00588,2025-11-28,93,DVC_121C7D3BAE,DATR_c6a97ec97aa3440d,TLS_771_4865-4866-4867_chrome_win,1,0,57.193.148.33,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00798,USR_00798,2026-02-03,26,DVC_BEC1CCEF61,DATR_cb27b26c0d894812,TLS_771_4865-4866-4867_chrome_win,1,0,202.8.125.132,AS10796,Charter,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00240,USR_00240,2026-01-29,31,DVC_22DE5910AC,DATR_23ced55b54a44c64,TLS_772_4865-49196_firefox_linux,1,0,144.84.170.123,AS7018,AT&T,residential,0,US,0,monthly,1,paid,0,0,0,15,low_risk,legit,0
TXN_00291,USR_00291,2026-02-05,24,DVC_29040E9B0B,DATR_f698f7dfc60643e4,TLS_771_4865-4866_safari_ios,1,0,216.162.60.18,AS7922,Comcast,residential,0,US,0,trial,0,failed,2,0,0,20,low_risk,legit,0
TXN_00212,USR_00212,2025-11-07,114,DVC_65ABEE8AD1,DATR_56dc4109a795458f,TLS_772_4865-4866-4867_edge_win,1,0,203.36.61.203,AS7922,Comcast,residential,0,VN,1,trial,0,failed,0,0,0,10,low_risk,legit,0
TXN_00718,USR_00718,2025-06-15,259,DVC_72E25178CB,DATR_1a260b42c8a04523,TLS_771_4865-49195_chrome_mac,1,0,232.129.40.49,AS7922,Comcast,residential,0,CA,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00360,USR_00360,2026-02-25,4,DVC_0563567B96,DATR_0bfabbb841bd40bb,TLS_771_4865-4866_safari_ios,1,0,113.90.185.55,AS10796,Charter,residential,0,CA,0,annual,0,paid,0,0,0,10,low_risk,legit,0
TXN_00450,USR_00450,2025-05-18,287,DVC_A54BFB257C,DATR_bd01582911c04ace,TLS_771_4865-4866-4867_chrome_win,1,0,77.176.28.124,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00228,USR_00228,2025-11-11,110,DVC_4C2F99D3A2,DATR_d0bf8691662a4c36,TLS_772_4865-4866-4867_edge_win,1,0,13.73.127.153,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00951,USR_00951,2026-02-13,16,DVC_329F059288,DATR_SHARED_059288,TLS_772_4865_playwright_bot,8,1,67.161.130.91,AS9009,M247 VPN,vpn,1,US,0,trial,1,refunded,2,1,0,80,high_risk,device_farm,1
TXN_00947,USR_00947,2026-02-23,6,DVC_16DE2D6A81,DATR_CARD_59f3256854,TLS_771_4866_selenium_driver,1,0,3.212.72.231,AS21928,T-Mobile,residential,0,ID,1,annual,0,paid,1,0,0,20,low_risk,stolen_card,1
TXN_00797,USR_00797,2026-02-02,27,DVC_8516848532,DATR_a29426134ea54bf9,TLS_772_4865-4866-4867_edge_win,1,0,112.65.86.158,AS21928,T-Mobile,residential,0,US,0,trial,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00502,USR_00502,2025-03-12,354,DVC_BABBBB8525,DATR_9760389d0436471f,TLS_772_4865-4866-4867_edge_win,1,0,247.88.249.76,AS7018,AT&T,residential,0,US,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00465,USR_00465,2025-11-24,97,DVC_6C7585C358,DATR_e2899331daf04bf9,TLS_771_4865-49195_chrome_mac,1,0,161.188.64.58,AS7922,Comcast,residential,0,CA,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00363,USR_00363,2025-04-28,307,DVC_C6450AF884,DATR_c7f5189fb36a45d2,TLS_771_4865-49195_chrome_mac,1,0,241.177.7.218,AS10796,Charter,residential,0,US,0,trial,0,failed,0,0,0,0,low_risk,legit,0
TXN_00469,USR_00469,2025-12-24,67,DVC_6E34752619,DATR_7c259ac6471841ae,TLS_771_4865-49195_chrome_mac,1,0,151.130.44.32,AS7018,AT&T,residential,0,CA,0,monthly,0,paid,1,0,0,0,low_risk,legit,0
TXN_00936,USR_00936,2026-02-27,2,DVC_674BBE60F0,DATR_CARD_f5dd4a1b6b,TLS_771_4865_headless_chrome,1,0,34.45.52.41,AS9009,M247 VPN,vpn,1,VN,1,monthly,0,paid,0,0,0,35,low_risk,stolen_card,1
TXN_00429,USR_00429,2025-07-01,243,DVC_60BD85E987,DATR_7ea20961da9d456b,TLS_771_4865-4866-4867_chrome_win,1,0,122.77.21.102,AS10796,Charter,residential,0,UK,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00008,USR_00008,2025-03-29,337,DVC_ECDC63FEA6,DATR_385f7309a3654248,TLS_772_4865-49196_firefox_linux,1,0,43.68.136.224,AS20057,Verizon,residential,0,BR,1,monthly,0,paid,0,0,0,10,low_risk,legit,0
TXN_00156,USR_00156,2026-02-26,3,DVC_05772A819F,DATR_dc80c524fa714325,TLS_771_4865-49195_chrome_mac,1,0,55.197.36.196,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,10,low_risk,legit,0
TXN_00542,USR_00542,2025-10-19,133,DVC_8556EBD2C2,DATR_4b4fe08cf4654e37,TLS_771_4865-4866_safari_ios,1,0,139.121.168.199,AS10796,Charter,residential,0,UK,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00441,USR_00441,2025-05-14,291,DVC_2EF5AD78C5,DATR_b0c9d636ffae480f,TLS_771_4865-4866-4867_chrome_win,1,0,225.214.52.215,AS7922,Comcast,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00483,USR_00483,2025-06-27,247,DVC_1099F433B9,DATR_21e4ca910ae64825,TLS_771_4865-49195_chrome_mac,1,0,47.157.98.200,AS10796,Charter,residential,0,CA,0,monthly,0,refunded,0,1,0,0,low_risk,legit,0
TXN_00423,USR_00423,2025-12-13,78,DVC_C1E1568B57,DATR_3656045fd9bf4f53,TLS_772_4865-49196_firefox_linux,1,0,110.23.76.211,AS7922,Comcast,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00779,USR_00779,2025-04-04,331,DVC_13625C0A24,DATR_9c264ec1d22c40ac,TLS_771_4865-4866_safari_ios,1,0,11.248.99.170,AS7018,AT&T,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00950,USR_00950,2026-02-25,4,DVC_A228902448,DATR_CARD_69733f3d84,TLS_771_4865-4866_safari_ios,1,0,204.139.152.67,AS9009,M247 VPN,vpn,1,NG,1,annual,0,chargeback,0,0,1,65,medium_risk,stolen_card,1
TXN_00335,USR_00335,2026-01-01,59,DVC_31C406B780,DATR_9770f602219041e2,TLS_772_4865-49196_firefox_linux,1,0,37.131.100.108,AS7018,AT&T,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00577,USR_00577,2025-05-07,298,DVC_7552F096A5,DATR_709ace72aa524b0e,TLS_771_4865-4866_safari_ios,1,0,209.71.58.156,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00935,USR_00935,2026-02-22,7,DVC_567A9143ED,DATR_SHARED_9143ED,TLS_771_4866_selenium_driver,7,1,76.186.183.100,AS14618,Amazon-AES,cloud,1,NG,1,monthly,1,refunded,0,1,0,80,high_risk,device_farm,1
TXN_00568,USR_00568,2025-09-25,157,DVC_D439349083,DATR_12ddf7f60a014762,TLS_771_4865-4866-4867_chrome_win,1,0,181.102.189.36,AS10796,Charter,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00595,USR_00595,2025-12-01,90,DVC_C6F21AA647,DATR_589f47c31b514ef6,TLS_772_4865-49196_firefox_linux,1,0,229.218.162.133,AS20057,Verizon,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00531,USR_00531,2025-05-22,283,DVC_2494A36B01,DATR_edc4e0c385f74f64,TLS_772_4865-4866-4867_edge_win,1,0,11.2.147.153,AS10796,Charter,residential,0,US,0,monthly,0,paid,2,0,0,20,low_risk,legit,0
TXN_00582,USR_00582,2025-09-21,161,DVC_2BAF6089D8,DATR_43a8cf9465fe4619,TLS_771_4865-49195_chrome_mac,1,0,133.138.3.180,AS20057,Verizon,residential,0,PH,1,trial,0,paid,0,0,0,10,low_risk,legit,0
TXN_00708,USR_00708,2025-08-02,211,DVC_566E386209,DATR_f9ed6cd9e0dd4253,TLS_771_4865-4866-4867_chrome_win,1,0,144.207.164.55,AS7922,Comcast,residential,0,US,0,monthly,0,refunded,1,1,0,0,low_risk,legit,0
TXN_00449,USR_00449,2025-03-20,346,DVC_282A1D5192,DATR_bcfc5749c06f44c5,TLS_772_4865-49196_firefox_linux,1,0,102.150.27.2,AS10796,Charter,residential,0,UK,0,annual,0,paid,1,0,0,0,low_risk,legit,0
TXN_00454,USR_00454,2025-03-04,362,DVC_B4AF527A05,DATR_10985b364bbc4914,TLS_772_4865-49196_firefox_linux,1,0,88.186.183.57,AS10796,Charter,residential,0,UK,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00229,USR_00229,2026-01-05,55,DVC_67FEE20A73,DATR_543c14fb2fec4601,TLS_772_4865-4866-4867_edge_win,1,0,68.187.94.196,AS20057,Verizon,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00353,USR_00353,2026-02-06,23,DVC_C0824B307F,DATR_30d0bdef110543d3,TLS_771_4865-4866_safari_ios,1,0,215.118.5.32,AS7922,Comcast,residential,0,US,0,monthly,0,paid,2,0,0,20,low_risk,legit,0
TXN_00729,USR_00729,2025-03-09,357,DVC_E090109438,DATR_d4aad8ff9cc143de,TLS_772_4865-4866-4867_edge_win,1,0,80.176.165.182,AS20057,Verizon,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00213,USR_00213,2025-05-12,293,DVC_6BB2CFCF75,DATR_1f907b48d6c9404d,TLS_771_4865-4866-4867_chrome_win,1,0,252.142.34.157,AS21928,T-Mobile,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00080,USR_00080,2025-05-22,283,DVC_02FD75EFA9,DATR_91d4965a393348ff,TLS_772_4865-4866-4867_edge_win,1,0,33.164.223.193,AS21928,T-Mobile,residential,0,CA,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00149,USR_00149,2025-05-18,287,DVC_637C65FF8E,DATR_c6c2f418a97a45c6,TLS_771_4865-49195_chrome_mac,1,0,165.143.7.156,AS10796,Charter,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00303,USR_00303,2025-12-20,71,DVC_C9E28C3744,DATR_0f0e0832bf61471d,TLS_772_4865-4866-4867_edge_win,1,0,250.89.14.26,AS7922,Comcast,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00629,USR_00629,2025-09-20,162,DVC_A09F90A6A4,DATR_3d530c7409ca46b1,TLS_772_4865-4866-4867_edge_win,1,0,194.89.207.229,AS10796,Charter,residential,0,CA,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00778,USR_00778,2026-02-01,28,DVC_2D219F31E8,DATR_f2e2a318837943b8,TLS_772_4865-4866-4867_edge_win,1,0,219.246.88.21,AS7922,Comcast,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00507,USR_00507,2026-02-23,6,DVC_4DEA998A86,DATR_7fcb4f77632440d1,TLS_771_4865-4866-4867_chrome_win,1,0,98.38.14.172,AS10796,Charter,residential,0,US,0,trial,0,paid,0,0,0,10,low_risk,legit,0
TXN_00343,USR_00343,2025-07-14,230,DVC_65BC7A7638,DATR_f8de654944c443ac,TLS_771_4865-4866-4867_chrome_win,1,0,210.23.113.222,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00486,USR_00486,2025-03-24,342,DVC_3CCD038131,DATR_3771577d53874bbd,TLS_772_4865-4866-4867_edge_win,1,0,177.180.159.25,AS21928,T-Mobile,residential,0,US,0,monthly,0,paid,1,0,0,0,low_risk,legit,0
TXN_00712,USR_00712,2025-12-12,79,DVC_723D67F8DE,DATR_d599d5ce18cb4020,TLS_772_4865-4866-4867_edge_win,1,0,138.230.86.119,AS20057,Verizon,residential,0,UK,0,annual,0,paid,0,0,0,0,low_risk,legit,0
TXN_00134,USR_00134,2025-11-15,106,DVC_FA20498D82,DATR_997ddae1aceb423e,TLS_771_4865-4866_safari_ios,1,0,223.60.85.199,AS10796,Charter,residential,0,US,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00704,USR_00704,2025-03-14,352,DVC_4275EB8441,DATR_2955cc833787450f,TLS_772_4865-49196_firefox_linux,1,0,253.181.74.110,AS10796,Charter,residential,0,BR,1,annual,0,paid,0,0,0,10,low_risk,legit,0
TXN_00312,USR_00312,2025-10-11,141,DVC_1FECFEE182,DATR_0a25255744fa4186,TLS_771_4865-4866_safari_ios,1,0,201.20.93.65,AS20057,Verizon,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
TXN_00723,USR_00723,2025-10-11,141,DVC_9218DAD34C,DATR_7f85e8b0c2e24a92,TLS_771_4865-4866_safari_ios,1,0,113.172.31.70,AS10796,Charter,residential,0,US,0,trial,0,paid,0,0,0,0,low_risk,legit,0
TXN_00630,USR_00630,2025-03-14,352,DVC_219C52BF1D,DATR_913cd761e10d4fe1,TLS_772_4865-4866-4867_edge_win,1,0,35.65.231.11,AS20057,Verizon,residential,0,US,0,monthly,0,failed,0,0,0,0,low_risk,legit,0
TXN_00001,USR_00001,2026-01-04,56,DVC_20BC5F0BC3,DATR_864c41ce14214ba2,TLS_771_4865-4866-4867_chrome_win,1,0,203.175.109.153,AS7018,AT&T,residential,0,US,0,monthly,0,failed,1,0,0,0,low_risk,legit,0
TXN_00317,USR_00317,2025-08-27,186,DVC_58A739AE0C,DATR_8835b12cb41d41e7,TLS_772_4865-49196_firefox_linux,1,0,52.152.140.47,AS7922,Comcast,residential,0,BR,1,trial,0,refunded,0,1,0,10,low_risk,legit,0
TXN_00707,USR_00707,2025-12-31,60,DVC_C07F4002A7,DATR_a055b8a90c064556,TLS_771_4865-4866_safari_ios,1,0,204.31.189.218,AS7922,Comcast,residential,0,US,0,monthly,0,paid,0,0,0,0,low_risk,legit,0
